month,refinance_incentive,seasonality,hpa,smm
1,0.04967141530112327,0.0,1.960373963078365,0.014274588274775363
2,0.0358449851840048,0.5018960782624483,1.95463714100502,0.012357952174000248
3,0.10061383899407406,0.8682078735618107,1.9798865049540428,0.012280857556310755
4,0.2529168246348766,0.9999784020568753,2.023174264662549,0.02512189521164312
5,0.22950148716254298,0.8616106280355441,1.9631594443097602,0.019042648045626588
6,0.2060877914676249,0.49048379440967443,1.9464343825177126,0.013355775018447927
7,0.36400907301836405,-0.0131443606058291,1.9226871169596649,0.017826969470044834
8,0.4407525459336549,-0.5132216436680801,1.8900206553309793,0.01462124399292268
9,0.3938051073401597,-0.8746551086738641,1.9782933673450342,0.02589512151348676
10,0.4480611116987562,-0.9998056241094909,1.998542452893082,0.022367477803961085
11,0.40171934241750995,-0.8548645119782238,1.9354982551763298,0.01759119759222865
12,0.35514636706048425,-0.478986763943324,1.9813913525290685,0.026070496921001336
13,0.37934259421708766,0.026286450106961855,2.0874991623797,0.022280123997874053
14,0.18801456975130787,0.5244585337763611,2.1391224254072574,0.01635440790808116
15,0.015522786500004583,0.880951219407596,2.063153927109557,0.026457140067605474
16,-0.04070596642409269,0.9994600980675861,2.038942223466244,0.02095561582721186
17,-0.14198907845753506,0.8479706909951091,2.1022877809255753,0.010418416676043714
18,-0.11056434519800767,0.4674069733396273,2.0669043076446365,0.013307863187609216
19,-0.20136675275012875,-0.03942399779110676,2.0890952790519477,0.005575644247222001
20,-0.3425971228836579,-0.5356048070585508,2.127826981723415,0.0
21,-0.19603224599150249,-0.8870951179104211,2.0814804581445103,0.010437728144565072
22,-0.21860987604015603,-0.9989418836317304,2.0785041903414205,0.014337184644071722
23,-0.21185705557136367,-0.8409303562121656,1.9164408233379668,0.0
24,-0.35433187419270934,-0.45574642337424687,1.8652214412712524,0.007179919465269939
25,-0.4087701466452276,0.05255473373071685,1.8525930337015943,0.002539343957543086
26,-0.397677887674241,0.5466585376428368,1.790203874603352,0.005924515765112588
27,-0.5127772454164713,0.8930857426292412,1.8718244397999335,0.004991563063222302
28,-0.47520744358190403,0.9982510703398845,1.800317370901902,0.0047677873734660635
29,-0.5352713125737845,0.8337447240702583,1.7783151465670528,0.007262535801733843
30,-0.5644406875531122,0.444007128776586,1.7848521754313573,0.00034617566162821207
31,-0.6246113487760518,-0.06567638917518759,1.8569158398846632,0.0022455068872715457
32,-0.4393835303251581,-0.5576178156470857,1.785122732325691,0.001743295232667106
33,-0.4407332527989515,-0.8989220584938578,1.8432809199334392,0.0
34,-0.5465043456945414,-0.9973877775519283,1.8437925729844185,0.0
35,-0.46424985448422257,-0.8264150361149755,1.794717140432021,0.0
36,-0.5863342194813248,-0.43219111788167686,1.8178223141451846,0.0035249607783842682
37,-0.5654478599808492,0.07878669694285678,1.827775298923858,0.00524511282106692
38,-0.7614148723688268,0.5684807475088465,1.7977644550659182,0.0
39,-0.8942334772586698,0.9046030570958151,1.8012545593154192,0.0007375163860826485
40,-0.8745473536717574,0.99635215442904,1.781988879472331,0.004811727074513657
41,-0.8007006956722164,0.8189425587821083,1.7876647467348936,0.0
42,-0.7835638675532194,0.4203004322797239,1.820771280460946,0.0027885683331558006
43,-0.7951286957920434,-0.09188339181273994,1.9000721212682135,0.0
44,-0.8252390653509724,-0.5792454563125063,1.838181346326871,0.0
45,-0.9730912643877151,-0.9101277568626379,1.9448330150596844,0.0
46,-1.0450756852271859,-0.9951443799079214,1.8472286250835592,0.0
47,-1.0911395623231648,-0.8113285831788354,1.8396393703317802,0.0
48,-0.9854273397012732,-0.40833712646334963,1.8690552306560089,0.0
49,-0.951065510744427,0.10496421091589954,1.8831048240427606,0.0
50,-1.1273695262807004,0.5899100821136086,1.8519698480517308,0.0
51,-1.094961129341221,0.915495203227421,1.841563735533867,0.0
52,-1.1334693573828527,0.9937646626698818,1.8169136888009254,0.0
53,-1.2011615574134487,0.8035744248606503,1.7874454509537148,0.0
54,-1.1399939285293617,0.3963032674726175,1.829925555804766,0.0
55,-1.0368939762797666,-0.11802689412645029,1.8477763301030183,0.0
56,-0.9437659643681467,-0.6004727822601947,1.8131308503399857,0.0
57,-1.0276877166904106,-0.9207044687937717,1.8581108441116483,0.0
58,-1.058608954275532,-0.9922132411047832,1.8734758201554786,0.0
59,-1.0254826111351756,-0.7956814236040433,1.9141189260974267,0.0
60,-0.9279280984229397,-0.3842009345378967,1.9456003681936074,0.0
61,-0.9758455222074688,0.1310691844520569,1.9041506176475038,0.0
62,-0.9944114198738504,0.6109317317112029,1.8761415656376552,0.0
63,-1.1050449172744532,0.9257546534960345,1.9135062458938183,0.0
64,-1.2246655796825203,0.9904903832698481,1.9440247591654916,0.0015550329443193203
65,-1.1434129974431004,0.7876509431750288,1.9429796794672842,0.0
66,-1.0077889945860181,0.3720322187205863,1.9488460486327233,0.0
67,-1.0149900067440514,-0.14408882842389384,2.0127292934221446,0.0
68,-0.914636716954849,-0.6212851233517768,1.983150723980353,0.0
69,-0.8784731144500857,-0.930644884754822,2.010505593038855,0.0
70,-0.9429850899105982,-0.9885963868433456,2.00039596041716,0.0
71,-0.9068455293597568,-0.7794843710934953,1.9895119002557993,0.0
72,-0.7530418727131599,-0.35979922255184765,2.0444507428551586,0.0
73,-0.7566244766241551,0.15708357648600724,2.08572156030456,0.005663281778855092
74,-0.6001601110427545,0.6315311683055355,2.126397042104592,0.006679351921387839
75,-0.8621346214517289,0.9353743176277634,2.1916709824623086,0.0035055344344048665
76,-0.7799443710142064,0.986531579073159,2.1927211745439465,0.0016598279935572226
77,-0.7712396641903894,0.7711831183934862,2.2268188231086947,0.0004467288340145657
78,-0.8011403992369761,0.3475040596692863,2.2113054852790217,0.0
79,-0.7919643215834259,-0.17005118338402128,2.2275138029034443,0.0
80,-0.9907212130435152,-0.6416680962436221,2.2210066501850596,0.0
81,-1.0126884018272664,-0.9399421349555032,2.225856448434696,0.0
82,-0.9769771446760918,-0.9842963167202431,2.2556142997065414,0.00042720811551722436
83,-0.8291877402019401,-0.7627486193793728,2.214703265544868,0.0
84,-0.8810147620293048,-0.3351488544517966,2.319322629329141,0.0
85,-0.9618641223186236,0.18298940855303505,2.2690217602541556,0.002221777727720738
86,-1.0120398266770774,0.6516941556906007,2.208312329614769,0.0
87,-0.9204996149068698,0.9443475475028985,2.266217873289772,0.0
88,-0.8876245039409014,0.9818909859969781,2.3058010079879194,0.0
89,-0.9406005243176052,0.7541823313780617,2.337006998840527,0.0
90,-0.8892737810062696,0.32273574165248187,2.3684242743037407,0.0
91,-0.8795660260714657,-0.1958960165047721,2.367811935661395,0.0
92,-0.7827015270181769,-0.6616076143270965,2.322949217087104,0.004066016383551601
93,-0.8529068364059121,-0.9485897940953698,2.32673944499679,0.0
94,-0.885673051065689,-0.9793160025004464,2.2928813594211843,0.0
95,-0.9248838663789049,-0.7454857344871822,2.341637346092072,0.0
96,-1.0712353611921166,-0.31026686602982123,2.334284477016965,0.0
97,-1.041623333485659,0.20876877721385284,2.2930096171773395,0.0
98,-1.0155178062676702,0.6714067592890745,2.2769403250946896,0.001454884290716183
99,-1.0150064606034241,0.9526681417504276,2.297586897808471,0.0
100,-1.0384651739409387,0.9765718111406216,2.269400670168272,0.004371127133255523
101,-1.1800022481459802,0.7366603313193384,2.2282896503899505,0.0
102,-1.2220667804225163,0.29774438197706804,2.2404740109645465,0.0
103,-1.2563382320751932,-0.22160546650306012,2.2527223395199822,0.0
104,-1.336565958997355,-0.6810898974638094,2.2273751807514257,0.0
105,-1.352694530163956,-0.9565818858043139,2.20382326547051,0.0
106,-1.3122894444825022,-0.9736588860634918,2.2154257623383917,0.0
107,-1.123670854361449,-0.7277076467425131,2.1430215452635255,0.0
108,-1.1062130730782653,-0.2851704531500503,2.0726483565446974,0.0
109,-1.0804580340059888,0.23440386642765745,2.036726145482076,0.0
110,-1.0879026255826056,0.6906553557824386,2.0260537878964833,0.0
111,-1.2797797471125099,0.9603303500337638,2.0415991661763835,0.0
112,-1.2824311346574315,0.9705777305691444,2.1153669770238612,0.0
113,-1.2764081136633287,0.71862922761658,2.158249958183962,0.0
114,-1.0300839024148,0.27254725209331065,2.150253031685791,0.0
115,-1.0493199988929125,-0.24716176565862966,2.1493022212906565,0.0
116,-1.019165264659551,-0.7001014815090072,2.099175753058766,0.0
117,-1.0226364416300755,-0.9639128867728314,2.0982500962591466,0.0
118,-1.1395042453920288,-0.9673288770248011,2.0838171643131393,0.0
119,-1.0252219639405264,-0.7094266425260445,2.0999530923300442,0.0
120,-0.9500286606718492,-0.25987695986470977,2.058591545152428,0.0
121,-0.8709254659675445,0.25987695986471876,2.0845588708644867,0.0018349363049284355
122,-0.9618642114470184,0.709426642526051,2.1611958165146152,0.0
123,-0.8215847803534087,0.9673288770248034,2.1557578090917726,0.007064493996767691
124,-0.9617698866326366,0.963912886772827,2.1758433951967193,0.006714042785629598
125,-0.9030841772526096,0.7001014815090056,2.210350594782275,0.0019266995681758905
126,-0.6840386146716118,0.24716176565862752,2.1902895711879835,0.011319594740027198
127,-0.7830922471846806,-0.27254725209331276,2.2014941952785043,0.0
128,-0.8397220201449578,-0.7186292276165864,2.202123815317594,0.0
129,-0.8297568836361937,-0.9705777305691466,2.2070076202450357,0.0
130,-0.8801044490478136,-0.9603303500337612,2.1683571310522622,0.0
131,-1.0351707921544269,-0.6906553557824319,2.1695826397652094,0.0
132,-1.028314494673824,-0.2344038664276484,2.194482554327482,0.0
133,-1.1345448660464346,0.28517045315006606,2.2670397347172337,0.0
134,-1.0871856229829164,0.7277076467425145,2.3150032760214945,0.0
135,-1.1791280464062968,0.9736588860634923,2.422662398897072,0.008359818198069803
136,-1.0241346059045429,0.9565818858043134,2.3842950207526696,0.0
137,-1.1024599351381665,0.6810898974638078,2.4279110525887035,0.0
138,-1.1346660867587341,0.22160546650305105,2.437078152875621,0.0
139,-1.0533143650217671,-0.2977443819770769,2.5465682995365047,0.0
140,-1.1764007966651626,-0.7366603313193447,2.506153385268747,0.0
141,-1.1536548032047498,-0.9765718111406236,2.4641672931597083,0.0
142,-1.022940527776507,-0.9526681417504226,2.434197660887507,0.0
